review_text,review_rating,brand_name,product_title,cleaned_text,tokens,tokens_no_stopwords,lemmatized_tokens,processed_text
It’s a must buy product as give you immediate solution to ur grey hair ... very easy to use,5.0,L'Oreal Paris,L'Oreal Paris Magic Retouch Instant Root Concealer Spray,it s a must buy product as give you immediate solution to ur grey hair very easy to use,"['it', 's', 'a', 'must', 'buy', 'product', 'as', 'give', 'you', 'immediate', 'solution', 'to', 'ur', 'grey', 'hair', 'very', 'easy', 'to', 'use']","['must', 'buy', 'product', 'give', 'immediate', 'solution', 'ur', 'grey', 'hair', 'easy', 'use']","['must', 'buy', 'product', 'give', 'immediate', 'solution', 'ur', 'grey', 'hair', 'easy', 'use']",must buy product give immediate solution ur grey hair easy use
It feels so soft on lips …. Just love the texture 🥰 thanks nykaa,5.0,NYX Professional Makeup,NYX Professional Makeup Powder Puff Lippie Cream,it feels so soft on lips just love the texture thanks nykaa,"['it', 'feels', 'so', 'soft', 'on', 'lips', 'just', 'love', 'the', 'texture', 'thanks', 'nykaa']","['feels', 'soft', 'lips', 'love', 'texture', 'thanks', 'nykaa']","['feel', 'soft', 'lip', 'love', 'texture', 'thanks', 'nykaa']",feel soft lip love texture thanks nykaa
First time am using a kay product. i.e Kay Beauty Matte Drama Long Stay Lipstick - Suspense lipstick.. lipstick is just awesome.. its so smooth and light on lips.... no need of any lip Balm.. Beautiful texture..am loving it.. Can't wait to try other Kay products.. Thank you Kay.,5.0,Kay Beauty,Kay Beauty Matte Drama Long Stay Lipstick,first time am using a kay product i e kay beauty matte drama long stay lipstick suspense lipstick lipstick is just awesome its so smooth and light on lips no need of any lip balm beautiful texture am loving it can t wait to try other kay products thank you kay,"['first', 'time', 'am', 'using', 'a', 'kay', 'product', 'i', 'e', 'kay', 'beauty', 'matte', 'drama', 'long', 'stay', 'lipstick', 'suspense', 'lipstick', 'lipstick', 'is', 'just', 'awesome', 'its', 'so', 'smooth', 'and', 'light', 'on', 'lips', 'no', 'need', 'of', 'any', 'lip', 'balm', 'beautiful', 'texture', 'am', 'loving', 'it', 'can', 't', 'wait', 'to', 'try', 'other', 'kay', 'products', 'thank', 'you', 'kay']","['first', 'time', 'using', 'kay', 'product', 'e', 'kay', 'beauty', 'matte', 'drama', 'long', 'stay', 'lipstick', 'suspense', 'lipstick', 'lipstick', 'awesome', 'smooth', 'light', 'lips', 'need', 'lip', 'balm', 'beautiful', 'texture', 'loving', 'wait', 'try', 'kay', 'products', 'thank', 'kay']","['first', 'time', 'using', 'kay', 'product', 'e', 'kay', 'beauty', 'matte', 'drama', 'long', 'stay', 'lipstick', 'suspense', 'lipstick', 'lipstick', 'awesome', 'smooth', 'light', 'lip', 'need', 'lip', 'balm', 'beautiful', 'texture', 'loving', 'wait', 'try', 'kay', 'product', 'thank', 'kay']",first time using kay product e kay beauty matte drama long stay lipstick suspense lipstick lipstick awesome smooth light lip need lip balm beautiful texture loving wait try kay product thank kay
"This Clutch and sling look's classy on hand, use it for a party or marriage and space is also good we can keep a tiny makeup essential products...",5.0,Nykaa Cosmetics,Nykaa Party Edit Clutch,this clutch and sling look s classy on hand use it for a party or marriage and space is also good we can keep a tiny makeup essential products,"['this', 'clutch', 'and', 'sling', 'look', 's', 'classy', 'on', 'hand', 'use', 'it', 'for', 'a', 'party', 'or', 'marriage', 'and', 'space', 'is', 'also', 'good', 'we', 'can', 'keep', 'a', 'tiny', 'makeup', 'essential', 'products']","['clutch', 'sling', 'look', 'classy', 'hand', 'use', 'party', 'marriage', 'space', 'also', 'good', 'keep', 'tiny', 'makeup', 'essential', 'products']","['clutch', 'sling', 'look', 'classy', 'hand', 'use', 'party', 'marriage', 'space', 'also', 'good', 'keep', 'tiny', 'makeup', 'essential', 'product']",clutch sling look classy hand use party marriage space also good keep tiny makeup essential product
"The product does not come in the shade as shown, the quantity is very very less...it should not be mentioned as mini it should be micro",1.0,Nykaa Cosmetics,Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow,the product does not come in the shade as shown the quantity is very very less it should not be mentioned as mini it should be micro,"['the', 'product', 'does', 'not', 'come', 'in', 'the', 'shade', 'as', 'shown', 'the', 'quantity', 'is', 'very', 'very', 'less', 'it', 'should', 'not', 'be', 'mentioned', 'as', 'mini', 'it', 'should', 'be', 'micro']","['product', 'come', 'shade', 'shown', 'quantity', 'less', 'mentioned', 'mini', 'micro']","['product', 'come', 'shade', 'shown', 'quantity', 'less', 'mentioned', 'mini', 'micro']",product come shade shown quantity less mentioned mini micro
Smoothy lip balm . Super smell .i love ths product,5.0,Nykaa Cosmetics,Nykaa Serial Kisser Lip Balm - Grape,smoothy lip balm super smell i love ths product,"['smoothy', 'lip', 'balm', 'super', 'smell', 'i', 'love', 'ths', 'product']","['smoothy', 'lip', 'balm', 'super', 'smell', 'love', 'ths', 'product']","['smoothy', 'lip', 'balm', 'super', 'smell', 'love', 'th', 'product']",smoothy lip balm super smell love th product
it really satisfy me... ???,5.0,Nykaa Cosmetics,Nykaa Dual Tone Nail Enamel Remover,it really satisfy me,"['it', 'really', 'satisfy', 'me']","['really', 'satisfy']","['really', 'satisfy']",really satisfy
"Easy to use, easy to remove. great colour. worth buying. very happy with the product.",5.0,Nykaa Cosmetics,Nykaa GLAMOReyes Coloured Liquid Eyeliner - 05 Dragon's Heart,easy to use easy to remove great colour worth buying very happy with the product,"['easy', 'to', 'use', 'easy', 'to', 'remove', 'great', 'colour', 'worth', 'buying', 'very', 'happy', 'with', 'the', 'product']","['easy', 'use', 'easy', 'remove', 'great', 'colour', 'worth', 'buying', 'happy', 'product']","['easy', 'use', 'easy', 'remove', 'great', 'colour', 'worth', 'buying', 'happy', 'product']",easy use easy remove great colour worth buying happy product
Easy to use Great for beginners,5.0,Kay Beauty,Kay Beauty Contour Stick,easy to use great for beginners,"['easy', 'to', 'use', 'great', 'for', 'beginners']","['easy', 'use', 'great', 'beginners']","['easy', 'use', 'great', 'beginner']",easy use great beginner
This is such a nice product to have. You can have so much to play with at the same time. It comes at a decent price too. This is really worth a try.,5.0,Lakme,Lakme Absolute Illuminating Blush Shimmer Brick,this is such a nice product to have you can have so much to play with at the same time it comes at a decent price too this is really worth a try,"['this', 'is', 'such', 'a', 'nice', 'product', 'to', 'have', 'you', 'can', 'have', 'so', 'much', 'to', 'play', 'with', 'at', 'the', 'same', 'time', 'it', 'comes', 'at', 'a', 'decent', 'price', 'too', 'this', 'is', 'really', 'worth', 'a', 'try']","['nice', 'product', 'much', 'play', 'time', 'comes', 'decent', 'price', 'really', 'worth', 'try']","['nice', 'product', 'much', 'play', 'time', 'come', 'decent', 'price', 'really', 'worth', 'try']",nice product much play time come decent price really worth try
"The compact is good, the feel and texture is nice. But you can't carry it around as there's no in build puff/sponge space.... which kinda beats the purpose of a compact. I have taken the lightest shade in the medium neutral selection...and it still looks very orange on me . The texture is so powdery ....that when you are applying a lot of it just falls off on you ....and within 8-10 uses .. I've hit pan....so overall....not worth the hype or the price",3.0,Kay Beauty,Kay Beauty Matte Compact,the compact is good the feel and texture is nice but you can t carry it around as there s no in build puff sponge space which kinda beats the purpose of a compact i have taken the lightest shade in the medium neutral selection and it still looks very orange on me the texture is so powdery that when you are applying a lot of it just falls off on you and within uses i ve hit pan so overall not worth the hype or the price,"['the', 'compact', 'is', 'good', 'the', 'feel', 'and', 'texture', 'is', 'nice', 'but', 'you', 'can', 't', 'carry', 'it', 'around', 'as', 'there', 's', 'no', 'in', 'build', 'puff', 'sponge', 'space', 'which', 'kinda', 'beats', 'the', 'purpose', 'of', 'a', 'compact', 'i', 'have', 'taken', 'the', 'lightest', 'shade', 'in', 'the', 'medium', 'neutral', 'selection', 'and', 'it', 'still', 'looks', 'very', 'orange', 'on', 'me', 'the', 'texture', 'is', 'so', 'powdery', 'that', 'when', 'you', 'are', 'applying', 'a', 'lot', 'of', 'it', 'just', 'falls', 'off', 'on', 'you', 'and', 'within', 'uses', 'i', 've', 'hit', 'pan', 'so', 'overall', 'not', 'worth', 'the', 'hype', 'or', 'the', 'price']","['compact', 'good', 'feel', 'texture', 'nice', 'carry', 'around', 'build', 'puff', 'sponge', 'space', 'kinda', 'beats', 'purpose', 'compact', 'taken', 'lightest', 'shade', 'medium', 'neutral', 'selection', 'still', 'looks', 'orange', 'texture', 'powdery', 'applying', 'lot', 'falls', 'within', 'uses', 'hit', 'pan', 'overall', 'worth', 'hype', 'price']","['compact', 'good', 'feel', 'texture', 'nice', 'carry', 'around', 'build', 'puff', 'sponge', 'space', 'kinda', 'beat', 'purpose', 'compact', 'taken', 'lightest', 'shade', 'medium', 'neutral', 'selection', 'still', 'look', 'orange', 'texture', 'powdery', 'applying', 'lot', 'fall', 'within', 'us', 'hit', 'pan', 'overall', 'worth', 'hype', 'price']",compact good feel texture nice carry around build puff sponge space kinda beat purpose compact taken lightest shade medium neutral selection still look orange texture powdery applying lot fall within us hit pan overall worth hype price
"For dry , freeze , wave hair make it more manageable , clean scalp very well perfect for dry scalp. .",5.0,Herbal Essences,Herbal Essences Coconut Milk Shampoo For Hydration & Softness - No Parabens- No Colourants,for dry freeze wave hair make it more manageable clean scalp very well perfect for dry scalp,"['for', 'dry', 'freeze', 'wave', 'hair', 'make', 'it', 'more', 'manageable', 'clean', 'scalp', 'very', 'well', 'perfect', 'for', 'dry', 'scalp']","['dry', 'freeze', 'wave', 'hair', 'make', 'manageable', 'clean', 'scalp', 'well', 'perfect', 'dry', 'scalp']","['dry', 'freeze', 'wave', 'hair', 'make', 'manageable', 'clean', 'scalp', 'well', 'perfect', 'dry', 'scalp']",dry freeze wave hair make manageable clean scalp well perfect dry scalp
Herbal essences argan oil shampoo and conditioner for freeze no no parabens no colour ants that means that all types of here to the clear result and softly include in this all ingredients to you can easily work with deal for us that's awesome product thank you,4.0,Herbal Essences,"Herbal Essences Argan Oil Shampoo & Conditioner For Frizz - No Parabens, No Colourants",herbal essences argan oil shampoo and conditioner for freeze no no parabens no colour ants that means that all types of here to the clear result and softly include in this all ingredients to you can easily work with deal for us that s awesome product thank you,"['herbal', 'essences', 'argan', 'oil', 'shampoo', 'and', 'conditioner', 'for', 'freeze', 'no', 'no', 'parabens', 'no', 'colour', 'ants', 'that', 'means', 'that', 'all', 'types', 'of', 'here', 'to', 'the', 'clear', 'result', 'and', 'softly', 'include', 'in', 'this', 'all', 'ingredients', 'to', 'you', 'can', 'easily', 'work', 'with', 'deal', 'for', 'us', 'that', 's', 'awesome', 'product', 'thank', 'you']","['herbal', 'essences', 'argan', 'oil', 'shampoo', 'conditioner', 'freeze', 'parabens', 'colour', 'ants', 'means', 'types', 'clear', 'result', 'softly', 'include', 'ingredients', 'easily', 'work', 'deal', 'us', 'awesome', 'product', 'thank']","['herbal', 'essence', 'argan', 'oil', 'shampoo', 'conditioner', 'freeze', 'parabens', 'colour', 'ant', 'mean', 'type', 'clear', 'result', 'softly', 'include', 'ingredient', 'easily', 'work', 'deal', 'u', 'awesome', 'product', 'thank']",herbal essence argan oil shampoo conditioner freeze parabens colour ant mean type clear result softly include ingredient easily work deal u awesome product thank
It is so glossy and glittering. It is delicious too.,4.0,Lakme,Lakme Lip Gloss,it is so glossy and glittering it is delicious too,"['it', 'is', 'so', 'glossy', 'and', 'glittering', 'it', 'is', 'delicious', 'too']","['glossy', 'glittering', 'delicious']","['glossy', 'glittering', 'delicious']",glossy glittering delicious
Simply awesome!! A perfect match for dusky skin ppl..ofcourse u Can go for this shade🙌,5.0,Kay Beauty,Kay Beauty Matte Blush,simply awesome a perfect match for dusky skin ppl ofcourse u can go for this shade,"['simply', 'awesome', 'a', 'perfect', 'match', 'for', 'dusky', 'skin', 'ppl', 'ofcourse', 'u', 'can', 'go', 'for', 'this', 'shade']","['simply', 'awesome', 'perfect', 'match', 'dusky', 'skin', 'ppl', 'ofcourse', 'u', 'go', 'shade']","['simply', 'awesome', 'perfect', 'match', 'dusky', 'skin', 'ppl', 'ofcourse', 'u', 'go', 'shade']",simply awesome perfect match dusky skin ppl ofcourse u go shade
"It's a very good and affordable stick,i love it.",5.0,Kay Beauty,Kay Beauty Contour Stick,it s a very good and affordable stick i love it,"['it', 's', 'a', 'very', 'good', 'and', 'affordable', 'stick', 'i', 'love', 'it']","['good', 'affordable', 'stick', 'love']","['good', 'affordable', 'stick', 'love']",good affordable stick love
This conditioner is good for frizzy hair,4.0,Herbal Essences,Herbal Essences Strawberry & Mint Conditioner - For Cleansing & Volume - Paraben Free,this conditioner is good for frizzy hair,"['this', 'conditioner', 'is', 'good', 'for', 'frizzy', 'hair']","['conditioner', 'good', 'frizzy', 'hair']","['conditioner', 'good', 'frizzy', 'hair']",conditioner good frizzy hair
It is stopped working after 7 months of purchasing and there is no warranty information. Please tell me how to claim warranty?,1.0,Nykaa Naturals,Nykaa Naturals CleanTouch 2 in 1 Face Brush & Massager for Deep Cleansing & Exfoliation - Pink,it is stopped working after months of purchasing and there is no warranty information please tell me how to claim warranty,"['it', 'is', 'stopped', 'working', 'after', 'months', 'of', 'purchasing', 'and', 'there', 'is', 'no', 'warranty', 'information', 'please', 'tell', 'me', 'how', 'to', 'claim', 'warranty']","['stopped', 'working', 'months', 'purchasing', 'warranty', 'information', 'please', 'tell', 'claim', 'warranty']","['stopped', 'working', 'month', 'purchasing', 'warranty', 'information', 'please', 'tell', 'claim', 'warranty']",stopped working month purchasing warranty information please tell claim warranty
"I love the quality of the product. Everything is perfect in this clutch. In case, you don't have any more space issues, you can buy this.",5.0,Nykaa Cosmetics,Nykaa Party Edit Clutch,i love the quality of the product everything is perfect in this clutch in case you don t have any more space issues you can buy this,"['i', 'love', 'the', 'quality', 'of', 'the', 'product', 'everything', 'is', 'perfect', 'in', 'this', 'clutch', 'in', 'case', 'you', 'don', 't', 'have', 'any', 'more', 'space', 'issues', 'you', 'can', 'buy', 'this']","['love', 'quality', 'product', 'everything', 'perfect', 'clutch', 'case', 'space', 'issues', 'buy']","['love', 'quality', 'product', 'everything', 'perfect', 'clutch', 'case', 'space', 'issue', 'buy']",love quality product everything perfect clutch case space issue buy
